Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
143,Morocco,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,1,NA
143,Morocco,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,22,NA
143,Morocco,1016,Goats,5608,Import Quantity,2018,2018,Head,88,NA
143,Morocco,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,2390,Im
144,Mozambique,866,Cattle,5608,Import Quantity,2018,2018,Head,1221,R
144,Mozambique,866,Cattle,5908,Export Quantity,2018,2018,Head,7,*
144,Mozambique,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,2079,Im
144,Mozambique,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,29,R
144,Mozambique,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,8604,R
144,Mozambique,1016,Goats,5608,Import Quantity,2018,2018,Head,156,R
144,Mozambique,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,1,R
144,Mozambique,1034,Pigs,5608,Import Quantity,2018,2018,Head,22,R
144,Mozambique,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,*
144,Mozambique,976,Sheep,5608,Import Quantity,2018,2018,Head,27,R
144,Mozambique,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,1,R
28,Myanmar,866,Cattle,5908,Export Quantity,2018,2018,Head,109422,NA
28,Myanmar,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,11988,NA
28,Myanmar,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,7,NA
28,Myanmar,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,1233,NA
28,Myanmar,1068,Ducks,5909,Export Quantity,2018,2018,1000 Head,20,NA
28,Myanmar,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,42,NA
28,Myanmar,1016,Goats,5608,Import Quantity,2018,2018,Head,11156,NA
28,Myanmar,1016,Goats,5908,Export Quantity,2018,2018,Head,293106,NA
28,Myanmar,1034,Pigs,5608,Import Quantity,2018,2018,Head,76577,NA
28,Myanmar,1034,Pigs,5908,Export Quantity,2018,2018,Head,614,NA
28,Myanmar,976,Sheep,5608,Import Quantity,2018,2018,Head,55299,NA
28,Myanmar,976,Sheep,5908,Export Quantity,2018,2018,Head,95,NA
28,Myanmar,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,58,NA
147,Namibia,866,Cattle,5608,Import Quantity,2018,2018,Head,1567,Im
147,Namibia,866,Cattle,5908,Export Quantity,2018,2018,Head,254678,Im
147,Namibia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,279,Im
147,Namibia,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,0,NA
147,Namibia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,69,Im
147,Namibia,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,0,NA
147,Namibia,1016,Goats,5608,Import Quantity,2018,2018,Head,310,Im
147,Namibia,1016,Goats,5908,Export Quantity,2018,2018,Head,181326,Im
147,Namibia,1034,Pigs,5608,Import Quantity,2018,2018,Head,445,Im
147,Namibia,1034,Pigs,5908,Export Quantity,2018,2018,Head,3,Im
147,Namibia,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,NA
147,Namibia,976,Sheep,5608,Import Quantity,2018,2018,Head,5581,Im
147,Namibia,976,Sheep,5908,Export Quantity,2018,2018,Head,295806,Im
148,Nauru,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,2,*
148,Nauru,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,85,R
149,Nepal,866,Cattle,5608,Import Quantity,2018,2018,Head,1279,NA
149,Nepal,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,2470,R
149,Nepal,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,31,R
149,Nepal,1016,Goats,5608,Import Quantity,2018,2018,Head,396473,R
149,Nepal,1016,Goats,5908,Export Quantity,2018,2018,Head,40576,NA
149,Nepal,1034,Pigs,5608,Import Quantity,2018,2018,Head,4989,R
149,Nepal,1034,Pigs,5908,Export Quantity,2018,2018,Head,5055,NA
149,Nepal,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,130,R
150,Netherlands,866,Cattle,5608,Import Quantity,2018,2018,Head,1504589,NA
150,Netherlands,866,Cattle,5908,Export Quantity,2018,2018,Head,449251,NA
150,Netherlands,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,443358,NA
150,Netherlands,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,306778,NA
150,Netherlands,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,1824,NA
150,Netherlands,1068,Ducks,5909,Export Quantity,2018,2018,1000 Head,6867,NA
150,Netherlands,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,242547,NA
150,Netherlands,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,453020,NA
150,Netherlands,1016,Goats,5608,Import Quantity,2018,2018,Head,2582,NA
150,Netherlands,1016,Goats,5908,Export Quantity,2018,2018,Head,6405,NA
150,Netherlands,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,87,NA
150,Netherlands,1074,"Offals, liver geese",5910,Export Quantity,2018,2018,tonnes,82,NA
150,Netherlands,1034,Pigs,5608,Import Quantity,2018,2018,Head,1953965,NA
150,Netherlands,1034,Pigs,5908,Export Quantity,2018,2018,Head,10906573,NA
150,Netherlands,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,26,Im
150,Netherlands,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,747,NA
150,Netherlands,976,Sheep,5608,Import Quantity,2018,2018,Head,86375,NA
150,Netherlands,976,Sheep,5908,Export Quantity,2018,2018,Head,150912,NA
150,Netherlands,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,542,NA
150,Netherlands,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,1948,NA
153,New Caledonia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,6,R
153,New Caledonia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,418,R
156,New Zealand,866,Cattle,5908,Export Quantity,2018,2018,Head,17358,NA
156,New Zealand,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,1996,NA
156,New Zealand,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,144,NA
156,New Zealand,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,1555,NA
156,New Zealand,1016,Goats,5608,Import Quantity,2018,2018,Head,11,NA
156,New Zealand,1016,Goats,5908,Export Quantity,2018,2018,Head,766,NA
156,New Zealand,1034,Pigs,5908,Export Quantity,2018,2018,Head,23,NA
156,New Zealand,976,Sheep,5608,Import Quantity,2018,2018,Head,5,NA
156,New Zealand,976,Sheep,5908,Export Quantity,2018,2018,Head,246,NA
156,New Zealand,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,321,NA
157,Nicaragua,866,Cattle,5608,Import Quantity,2018,2018,Head,140,NA
157,Nicaragua,866,Cattle,5908,Export Quantity,2018,2018,Head,10131,NA
157,Nicaragua,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,8225,NA
157,Nicaragua,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,4093,NA
157,Nicaragua,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,0,NA
157,Nicaragua,1034,Pigs,5608,Import Quantity,2018,2018,Head,110,NA
157,Nicaragua,976,Sheep,5608,Import Quantity,2018,2018,Head,10,NA
157,Nicaragua,976,Sheep,5908,Export Quantity,2018,2018,Head,43,NA
158,Niger,866,Cattle,5608,Import Quantity,2018,2018,Head,0,R
158,Niger,866,Cattle,5908,Export Quantity,2018,2018,Head,58000,F
158,Niger,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,369,R
158,Niger,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,1,R
158,Niger,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,3,*
158,Niger,1016,Goats,5608,Import Quantity,2018,2018,Head,2,R
158,Niger,1016,Goats,5908,Export Quantity,2018,2018,Head,55400,F
158,Niger,976,Sheep,5608,Import Quantity,2018,2018,Head,7,*
158,Niger,976,Sheep,5908,Export Quantity,2018,2018,Head,28500,F
159,Nigeria,866,Cattle,5608,Import Quantity,2018,2018,Head,400000,F
159,Nigeria,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,20,*
159,Nigeria,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,7,R
159,Nigeria,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,613,R
159,Nigeria,1016,Goats,5608,Import Quantity,2018,2018,Head,80000,F
159,Nigeria,1034,Pigs,5608,Import Quantity,2018,2018,Head,68,*
159,Nigeria,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,0,*
159,Nigeria,976,Sheep,5608,Import Quantity,2018,2018,Head,200000,F
159,Nigeria,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,0,*
160,Niue,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,0,*
160,Niue,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,3,R
154,North Macedonia,866,Cattle,5608,Import Quantity,2018,2018,Head,652,NA
154,North Macedonia,866,Cattle,5908,Export Quantity,2018,2018,Head,5914,NA
154,North Macedonia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,1013,NA
154,North Macedonia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,1698,NA
154,North Macedonia,1016,Goats,5608,Import Quantity,2018,2018,Head,275,NA
154,North Macedonia,1034,Pigs,5608,Import Quantity,2018,2018,Head,5790,NA
154,North Macedonia,976,Sheep,5608,Import Quantity,2018,2018,Head,90,NA
162,Norway,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,15,NA
162,Norway,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,2,NA
162,Norway,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,527,NA
162,Norway,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,345,NA
162,Norway,1034,Pigs,5908,Export Quantity,2018,2018,Head,716,NA
162,Norway,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,NA
162,Norway,976,Sheep,5608,Import Quantity,2018,2018,Head,16,NA
162,Norway,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,11,NA
221,Oman,866,Cattle,5608,Import Quantity,2018,2018,Head,89682,NA
221,Oman,866,Cattle,5908,Export Quantity,2018,2018,Head,3748,NA
221,Oman,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,103,NA
221,Oman,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,13,NA
221,Oman,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,1,NA
221,Oman,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,27391,NA
221,Oman,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,4208,NA
221,Oman,1016,Goats,5608,Import Quantity,2018,2018,Head,756438,NA
221,Oman,1016,Goats,5908,Export Quantity,2018,2018,Head,704632,NA
221,Oman,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,2,NA
221,Oman,976,Sheep,5608,Import Quantity,2018,2018,Head,276075,NA
221,Oman,976,Sheep,5908,Export Quantity,2018,2018,Head,12553,NA
165,Pakistan,866,Cattle,5608,Import Quantity,2018,2018,Head,6925,NA
165,Pakistan,866,Cattle,5908,Export Quantity,2018,2018,Head,1405,NA
165,Pakistan,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,750,NA
165,Pakistan,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,10919,NA
165,Pakistan,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,409,NA
165,Pakistan,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,5506,NA
165,Pakistan,1016,Goats,5908,Export Quantity,2018,2018,Head,300,NA
165,Pakistan,1074,"Offals, liver geese",5910,Export Quantity,2018,2018,tonnes,5,NA
165,Pakistan,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,NA
165,Pakistan,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,1,NA
165,Pakistan,976,Sheep,5608,Import Quantity,2018,2018,Head,71431,NA
165,Pakistan,976,Sheep,5908,Export Quantity,2018,2018,Head,532,NA
299,Palestine,866,Cattle,5608,Import Quantity,2018,2018,Head,32037,F
299,Palestine,866,Cattle,5908,Export Quantity,2018,2018,Head,19,Im
299,Palestine,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,352,Im
299,Palestine,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,8200,F
299,Palestine,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,38,Im
299,Palestine,1016,Goats,5608,Import Quantity,2018,2018,Head,316,F
299,Palestine,976,Sheep,5608,Import Quantity,2018,2018,Head,53490,*
299,Palestine,976,Sheep,5908,Export Quantity,2018,2018,Head,159,Im
166,Panama,866,Cattle,5608,Import Quantity,2018,2018,Head,148,R
166,Panama,866,Cattle,5908,Export Quantity,2018,2018,Head,159,R
166,Panama,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,1352,R
166,Panama,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,303,R
166,Panama,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,48,R
166,Panama,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,1449,R
166,Panama,1034,Pigs,5608,Import Quantity,2018,2018,Head,36,*
166,Panama,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,0,*
166,Panama,976,Sheep,5608,Import Quantity,2018,2018,Head,0,F
166,Panama,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,1,R
166,Panama,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,6,*
168,Papua New Guinea,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,93,*
168,Papua New Guinea,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,268,F
169,Paraguay,866,Cattle,5608,Import Quantity,2018,2018,Head,924,NA
169,Paraguay,866,Cattle,5908,Export Quantity,2018,2018,Head,39,NA
169,Paraguay,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,11435,NA
169,Paraguay,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,2428,NA
169,Paraguay,1034,Pigs,5608,Import Quantity,2018,2018,Head,1182,NA
169,Paraguay,976,Sheep,5608,Import Quantity,2018,2018,Head,416,NA
170,Peru,866,Cattle,5608,Import Quantity,2018,2018,Head,198,NA
170,Peru,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,1922,NA
170,Peru,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,67,NA
170,Peru,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,261,NA
170,Peru,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,490,NA
170,Peru,1034,Pigs,5608,Import Quantity,2018,2018,Head,546,NA
170,Peru,976,Sheep,5608,Import Quantity,2018,2018,Head,2,NA
170,Peru,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,48,NA
170,Peru,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,1178,NA
171,Philippines,866,Cattle,5608,Import Quantity,2018,2018,Head,13107,NA
171,Philippines,866,Cattle,5908,Export Quantity,2018,2018,Head,10,NA
171,Philippines,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,1,NA
171,Philippines,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,10,NA
171,Philippines,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,4,NA
173,Poland,866,Cattle,5608,Import Quantity,2018,2018,Head,186150,NA
173,Poland,866,Cattle,5908,Export Quantity,2018,2018,Head,51235,NA
173,Poland,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,91008,NA
173,Poland,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,52484,NA
173,Poland,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,8099,NA
173,Poland,1068,Ducks,5909,Export Quantity,2018,2018,1000 Head,471,NA
173,Poland,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,11866,NA
173,Poland,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,203493,NA
173,Poland,1016,Goats,5908,Export Quantity,2018,2018,Head,119,NA
173,Poland,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,0,NA
173,Poland,1074,"Offals, liver geese",5910,Export Quantity,2018,2018,tonnes,451,NA
173,Poland,1034,Pigs,5608,Import Quantity,2018,2018,Head,8207965,NA
173,Poland,1034,Pigs,5908,Export Quantity,2018,2018,Head,126578,NA
173,Poland,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,NA
173,Poland,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,487,NA
173,Poland,976,Sheep,5608,Import Quantity,2018,2018,Head,20,NA
173,Poland,976,Sheep,5908,Export Quantity,2018,2018,Head,31596,NA
173,Poland,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,18899,NA
173,Poland,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,4857,NA
174,Portugal,866,Cattle,5608,Import Quantity,2018,2018,Head,2024,Im
174,Portugal,866,Cattle,5908,Export Quantity,2018,2018,Head,112986,NA
174,Portugal,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,13097,NA
174,Portugal,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,48563,NA
174,Portugal,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,364,NA
174,Portugal,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,6604,NA
174,Portugal,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,12773,NA
174,Portugal,1016,Goats,5608,Import Quantity,2018,2018,Head,5886,NA
174,Portugal,1016,Goats,5908,Export Quantity,2018,2018,Head,29,NA
174,Portugal,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,0,NA
174,Portugal,1074,"Offals, liver geese",5910,Export Quantity,2018,2018,tonnes,1,NA
174,Portugal,1034,Pigs,5608,Import Quantity,2018,2018,Head,1140531,NA
174,Portugal,1034,Pigs,5908,Export Quantity,2018,2018,Head,186424,NA
174,Portugal,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,336,NA
174,Portugal,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,1333,NA
174,Portugal,976,Sheep,5608,Import Quantity,2018,2018,Head,204834,NA
174,Portugal,976,Sheep,5908,Export Quantity,2018,2018,Head,331470,NA
174,Portugal,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,3116,NA
174,Portugal,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,0,NA
179,Qatar,866,Cattle,5608,Import Quantity,2018,2018,Head,19793,NA
179,Qatar,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,385,NA
179,Qatar,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,263,NA
179,Qatar,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,34735,NA
179,Qatar,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,19,NA
179,Qatar,1016,Goats,5608,Import Quantity,2018,2018,Head,15276,NA
179,Qatar,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,1,NA
179,Qatar,976,Sheep,5608,Import Quantity,2018,2018,Head,888364,NA
179,Qatar,976,Sheep,5908,Export Quantity,2018,2018,Head,2000,F
179,Qatar,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,40,NA
117,South Korea,866,Cattle,5608,Import Quantity,2018,2018,Head,19,NA
117,South Korea,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,698,NA
117,South Korea,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,9,NA
117,South Korea,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,55,NA
117,South Korea,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,370,NA
117,South Korea,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,50,NA
117,South Korea,1016,Goats,5608,Import Quantity,2018,2018,Head,1732,NA
117,South Korea,1034,Pigs,5608,Import Quantity,2018,2018,Head,2309,NA
117,South Korea,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,13,NA
117,South Korea,1140,Rabbits and hares,5909,Export Quantity,2018,2018,1000 Head,0,NA
146,Republic of Moldova,866,Cattle,5608,Import Quantity,2018,2018,Head,260,NA
146,Republic of Moldova,866,Cattle,5908,Export Quantity,2018,2018,Head,15650,NA
146,Republic of Moldova,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,2937,NA
146,Republic of Moldova,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,36,NA
146,Republic of Moldova,1016,Goats,5608,Import Quantity,2018,2018,Head,32,NA
146,Republic of Moldova,1016,Goats,5908,Export Quantity,2018,2018,Head,70,NA
146,Republic of Moldova,1034,Pigs,5608,Import Quantity,2018,2018,Head,23196,NA
146,Republic of Moldova,976,Sheep,5608,Import Quantity,2018,2018,Head,109,NA
146,Republic of Moldova,976,Sheep,5908,Export Quantity,2018,2018,Head,7673,NA
183,Romania,866,Cattle,5608,Import Quantity,2018,2018,Head,17475,NA
183,Romania,866,Cattle,5908,Export Quantity,2018,2018,Head,254025,NA
183,Romania,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,120565,NA
183,Romania,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,18867,NA
183,Romania,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,1057,NA
183,Romania,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,7724,NA
183,Romania,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,12571,NA
183,Romania,1016,Goats,5608,Import Quantity,2018,2018,Head,264,Im
183,Romania,1016,Goats,5908,Export Quantity,2018,2018,Head,947,NA
183,Romania,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,1,NA
183,Romania,1034,Pigs,5608,Import Quantity,2018,2018,Head,1144521,NA
183,Romania,1034,Pigs,5908,Export Quantity,2018,2018,Head,959,Im
183,Romania,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,0,NA
183,Romania,976,Sheep,5608,Import Quantity,2018,2018,Head,47867,NA
183,Romania,976,Sheep,5908,Export Quantity,2018,2018,Head,2410365,NA
183,Romania,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,715,NA
185,Russia,866,Cattle,5608,Import Quantity,2018,2018,Head,114789,NA
185,Russia,866,Cattle,5908,Export Quantity,2018,2018,Head,15416,Im
185,Russia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,6988,NA
185,Russia,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,12272,NA
185,Russia,1068,Ducks,5609,Import Quantity,2018,2018,1000 Head,88,NA
185,Russia,1068,Ducks,5909,Export Quantity,2018,2018,1000 Head,4,NA
185,Russia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,74836,NA
185,Russia,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,33110,NA
185,Russia,1016,Goats,5608,Import Quantity,2018,2018,Head,2565,NA
185,Russia,1016,Goats,5908,Export Quantity,2018,2018,Head,3293,NA
185,Russia,1034,Pigs,5608,Import Quantity,2018,2018,Head,8455,NA
185,Russia,1034,Pigs,5908,Export Quantity,2018,2018,Head,6599,NA
185,Russia,1140,Rabbits and hares,5609,Import Quantity,2018,2018,1000 Head,9,NA
185,Russia,976,Sheep,5608,Import Quantity,2018,2018,Head,16458,NA
185,Russia,976,Sheep,5908,Export Quantity,2018,2018,Head,202556,NA
185,Russia,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,2330,NA
185,Russia,1079,Turkeys,5909,Export Quantity,2018,2018,1000 Head,0,NA
184,Rwanda,866,Cattle,5608,Import Quantity,2018,2018,Head,1391,NA
184,Rwanda,866,Cattle,5908,Export Quantity,2018,2018,Head,12030,NA
184,Rwanda,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,436,NA
184,Rwanda,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,80,NA
184,Rwanda,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,96,NA
184,Rwanda,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,33,NA
184,Rwanda,1016,Goats,5608,Import Quantity,2018,2018,Head,25,NA
188,Saint Kitts and Nevis,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,23,R
188,Saint Kitts and Nevis,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,0,*
188,Saint Kitts and Nevis,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,0,*
189,Saint Lucia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,55,NA
189,Saint Lucia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,89,NA
189,Saint Lucia,1074,"Offals, liver geese",5610,Import Quantity,2018,2018,tonnes,1,NA
189,Saint Lucia,1079,Turkeys,5609,Import Quantity,2018,2018,1000 Head,0,NA
191,Saint Vincent and the Grenadines,866,Cattle,5908,Export Quantity,2018,2018,Head,537,NA
191,Saint Vincent and the Grenadines,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,4,NA
191,Saint Vincent and the Grenadines,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,25,NA
191,Saint Vincent and the Grenadines,1016,Goats,5908,Export Quantity,2018,2018,Head,1,NA
191,Saint Vincent and the Grenadines,976,Sheep,5608,Import Quantity,2018,2018,Head,16,NA
191,Saint Vincent and the Grenadines,976,Sheep,5908,Export Quantity,2018,2018,Head,54,NA
244,Samoa,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,46,NA
244,Samoa,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,16,NA
244,Samoa,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,23,NA
244,Samoa,1034,Pigs,5608,Import Quantity,2018,2018,Head,23,NA
193,Sao Tome and Principe,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,47,NA
193,Sao Tome and Principe,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,0,NA
194,Saudi Arabia,866,Cattle,5608,Import Quantity,2018,2018,Head,40000,F
194,Saudi Arabia,866,Cattle,5908,Export Quantity,2018,2018,Head,444,NA
194,Saudi Arabia,1057,Chickens,5609,Import Quantity,2018,2018,1000 Head,3189,Im
194,Saudi Arabia,1057,Chickens,5909,Export Quantity,2018,2018,1000 Head,3626,Im
194,Saudi Arabia,1062,"Eggs, hen, in shell",5610,Import Quantity,2018,2018,tonnes,16983,NA
194,Saudi Arabia,1062,"Eggs, hen, in shell",5910,Export Quantity,2018,2018,tonnes,881,NA
194,Saudi Arabia,1016,Goats,5608,Import Quantity,2018,2018,Head,887590,NA
194,Saudi Arabia,1016,Goats,5908,Export Quantity,2018,2018,Head,362,NA
